NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;
210054004080;508.6;508.2;558.7;418;420;
210052154998;548.3;560.6;442;545.6;680;
210053319628;661.5;598.9;531.1;632.4;880;
210052900185;523.4;525.5;509.8;386;740;
210054203726;488.9;666.6;615.3;505.9;560;
210051494584;558.4;620.5;563.1;666.9;700;
210052012194;694.7;770.4;604.6;848.1;720;
210052959225;471.3;405.8;441.9;384;680;
210052130423;549.6;378.4;423.8;457.7;700;
210052586995;415.4;369.8;405;490.9;420;
210052369828;486.3;565;541.7;460.5;600;
210054442655;631.6;684.2;614.8;771.9;880;
210051362197;473.1;659.5;583.3;462.1;640;
210051581610;0;0;0;0;0;
210051621549;436.3;348;494.3;535.6;560;
210051177937;693.2;712.2;586.8;772.3;960;
210052940758;0;0;0;0;0;
210054463373;0;0;0;0;0;
210052087590;451.3;480.4;517.4;565.5;600;
210053004929;470.1;529.8;521.6;394.8;580;
210052134721;559.6;727.1;660.5;534.7;600;
210053127701;0;0;0;0;0;
210054016970;441.4;547.9;503.9;613.4;880;
210052682711;0;0;0;0;0;
210051017181;0;0;0;0;0;
210053573540;426.4;362.2;389.6;377;580;
210053308426;0;0;0;0;0;
210053012886;422;457.3;448.5;384.7;460;
210052571472;401.1;382.6;472.3;420.8;500;
210053371693;523.2;631.1;569.5;564.7;660;
210052218143;428.3;403.6;461.8;496.8;800;
210054444484;0;0;0;0;0;
210053088741;593.2;514.4;381.9;710.5;700;
210051955031;515.4;591.1;528.7;551.4;800;
210054229901;494.4;649.2;571.3;618.9;800;
210054125191;0;0;0;0;0;
210053812790;0;0;0;0;0;
210051570109;0;0;0;0;0;
210052177624;486.1;613.9;525.6;588.3;800;
210051989054;0;0;0;0;0;
210052683670;490.8;489.6;390.6;471.6;440;
210054323401;537.5;624.3;616.9;637.1;840;
210052614096;399.4;538.2;546;485.6;860;
210054050026;597;607.5;603;649.4;640;
210054207937;582.6;671.9;644.8;668.1;880;
210051284711;0;0;0;0;0;
210054300203;480.1;459.1;520.4;499.6;700;
210053059007;0;0;0;0;0;
210054431558;413.5;437.8;444.6;437;580;
210051489175;470.3;418.3;458.8;479.9;540;
210052660592;0;0;0;0;0;
210051531880;0;0;0;0;0;
210051065412;0;425.3;326.2;0;260;
210053847088;554.6;501.8;480.2;698.7;720;
210053240293;502.6;460.2;459.5;605.3;460;
210051979769;590.7;648.5;644.3;584;880;
210053578464;449.8;368.8;460;358.2;560;
210053725456;603.5;643.7;612.4;526.1;920;
210054231611;585.2;738.9;650.1;680.1;840;
210052477216;419.4;535.3;503.9;440.9;440;
210051034311;0;0;0;0;0;
210052966741;0;0;0;0;0;
210052464268;620.2;605.1;533.9;728.5;860;
210054338671;478.7;472.5;427.1;379.2;460;
210051837982;484.5;541.4;544.7;615.9;840;
210051275039;529.7;510.8;556.7;588.9;600;
210054224762;456.5;490;498.8;595.7;520;
210052080735;572.1;591.4;555.2;584;840;
210051642302;393.8;403.1;499.2;390.5;400;
210052146912;508.3;378.6;535;594.9;920;
210052355278;423.1;538.1;486.7;583.4;660;
210054448403;447.3;479.8;503.7;472.7;860;
210052722005;401.1;463;438.8;483.9;480;
210052473396;505.3;514;485;615.8;440;
210052060586;478.3;376.8;439.8;412.8;760;
210052599380;569.2;576.7;563.9;395.2;840;
210051016390;0;0;0;0;0;
210051942709;0;0;0;0;0;
210051641806;384.5;442.7;411.5;468.3;380;
210052849041;422.2;435.7;392.1;485.9;800;
210053655928;522.3;526.5;436.8;425.6;500;
210051534469;611;658;604.4;765.9;880;
210054016821;408.2;518.9;508.9;445.4;600;
210053995301;0;0;0;0;0;
210051893332;639.7;682.3;620.1;771.1;840;
210052669545;635.3;661;599.8;594.8;860;
210051261325;484.4;434;496.8;482.2;600;
210051927832;349.6;390.6;476.5;537.2;640;
210051199587;453.8;539.4;513.5;556;540;
210053497434;465.4;386.2;314.8;393;580;
210052342531;419.7;525.5;463.5;425.6;840;
210051303891;556.6;516.2;499.2;517;880;
210052366600;0;0;0;0;0;
210052578918;376.9;373.1;324.3;406.6;0;
210051813072;473.3;394.8;510.5;367.6;620;
210052828333;352.6;343.2;498.5;526.5;400;
210053334786;643.7;749.4;635.9;717;840;
210054016984;403.3;432.8;516.3;462.3;500;
210051585869;0;0;0;0;0;
210054147571;727.6;709.2;678.9;752.6;920;
210053157065;505;486.8;420.6;415;640;
210052487592;553.6;570.5;595.1;560.3;780;
210051060947;413.9;585.7;481.6;507.9;540;
210053021701;564.3;614.6;651.2;682.2;920;
210053170635;710.9;706.3;633.9;876.4;980;
210054448396;456.4;347.3;395.3;556.7;560;
210051218496;0;0;0;0;0;
210052093433;0;0;0;0;0;
210051668365;0;0;0;0;0;
210052883327;445.1;547.4;498.9;486;740;
210054261984;604.3;533.1;442.5;622.3;820;
210051684621;533.4;484;466.8;439.7;660;
210052798272;426.2;413.4;449.7;432;580;
210052097448;473.8;537.6;518.7;471.1;820;
210052182652;0;0;0;0;0;
210052965752;496.2;580.7;554;638.8;640;
210053413597;434.1;487.7;485;464.8;920;
210053909253;464.1;530.8;521.7;433.8;380;
210051136106;567.2;513.9;526.2;698.3;640;
210052961335;0;0;0;0;0;
210052322368;486.8;549.7;496.9;467;600;
210051432277;494.5;398.1;466.3;578.1;860;
210052468389;455.4;384;451.3;421.3;460;
210053095779;0;0;0;0;0;
210053366918;446.5;436.8;474.1;566.1;760;
210053447089;413.6;390.7;510.2;430.1;580;
210051709177;608.7;654.3;609.9;667.4;860;
210051311985;0;0;0;0;0;
210051978485;375;353.7;345.2;416.2;540;
210052621987;0;374.5;377;0;540;
210052422195;531;562.6;585.9;649.7;740;
210051622715;0;0;0;0;0;
210051565091;406.5;424.7;351.5;576.8;580;
210053793610;472.7;415.7;465.2;391.3;600;
210053297173;642.2;652.3;594.9;729.6;880;
210053767056;642.1;673.4;589;653;820;
210051254095;0;0;0;0;0;
210051211823;547.6;582.9;504.4;596.1;500;
210051056412;506.8;615.3;578.4;488.9;800;
210052626652;0;0;0;0;0;
210052424183;558.7;643.9;560.1;654.7;580;
210052324471;0;579.5;527.9;0;840;
210052370800;551.6;629.6;579.1;527.1;880;
210053032077;458.6;489.9;510;583.8;800;
210052620101;538;565.1;544;453.2;820;
210052567420;694;745;616.5;797.4;920;
210054227380;0;377;482.7;0;980;
210053587002;420.7;564.9;431.4;436.2;380;
210053169960;436.1;543.4;552.8;506.7;600;
210053031320;403.5;441.8;419.2;427.1;580;
210051256222;438;417.8;514.7;533.6;600;
210053105070;371.5;370.1;338.2;403.2;520;
210052041258;457.8;390.8;420;398.7;420;
210051504608;468.7;587.2;569.8;613.3;560;
210053406077;363.3;434.6;459.9;469.9;720;
210054000487;0;400;428.6;0;840;
210053001902;591.7;687.9;604.9;683.7;940;
210051989089;0;0;0;0;0;
210052780446;0;0;0;0;0;
210053300250;677.3;700.1;594.3;785.7;960;
210052044627;566.2;543.7;601;581.4;0;
210052814895;478.8;605.7;562.1;501;680;
210053565732;561.8;578.5;542.1;589.8;360;
210052512106;640.7;686.5;679.9;760.7;960;
210053993516;489.8;595.7;585.2;693.3;680;
210051136440;582.9;671.3;572.7;677.9;740;
210053573075;506.7;383.3;537.1;420.6;760;
210053029890;533.8;534.6;503.8;511.3;800;
210053995568;633.5;693.6;666.9;759.3;680;
210054014538;0;0;0;0;0;
210051725313;530.1;499;542.8;484.7;820;
210054246223;0;516.3;470.9;0;560;
210053580593;481.5;384.3;521.1;590.3;480;
210054233720;469.1;567.6;545.7;644.8;760;
210053477144;464.2;482.7;491.3;455;640;
210054429451;423;484.6;446.2;479.6;540;
210054010193;446.9;479.1;422.1;517.1;920;
210053674598;445.8;533.3;546.8;555.7;780;
210051388560;0;0;0;0;0;
210054223058;437.7;466;445.5;515.3;560;
210052106977;545.4;585;589;603.2;620;
210053148374;458;474.3;505.3;501.1;840;
210052654855;530.7;592.5;562.6;408.9;780;
210051341897;0;510.9;526.5;0;460;
210053996408;445.5;591.5;526.3;441.9;440;
210053145624;357.3;459.9;470.1;462.6;740;
210051026122;491.2;445.3;355.3;384.8;580;
210052093103;0;0;0;0;0;
210054426225;559.6;578.5;596.8;626.1;780;
210052710309;472.5;597;518.6;578.8;640;
210052940155;0;0;0;0;0;
210053052537;0;0;0;0;0;
210054268589;689.7;671.6;611;853;940;
210054446683;0;0;0;0;0;
210051389635;0;0;0;0;0;
210053165792;559.5;653.6;581.6;561.3;820;
210051832481;511.7;474.9;582.2;656.8;840;
210051302953;532.3;550.5;601.8;478.4;740;
210051688036;0;0;0;0;0;
210052816935;0;0;0;0;0;
210053715402;0;0;0;0;0;
210052472978;397.1;418.4;463.4;671.5;620;
210051449795;0;0;0;0;0;
210053159999;429.5;450.2;492.3;463.8;600;
210052933182;567.7;526.3;559.4;554.2;660;
210052195671;0;0;0;0;0;
210053857993;415.7;519.9;444.1;459.1;520;
210054431632;396.7;364.6;458.4;427.9;540;
210053086554;435.8;435.3;521.9;524.6;680;
210052066897;622.5;524.2;522.3;618.2;840;
210053813177;0;0;0;0;0;
210051139110;526.7;569.4;524.8;581.6;880;
210053015123;353.9;403;401.1;523.8;520;
210054236076;599.5;607;551.2;604.6;560;
210054443247;448.2;480;457.4;385.1;640;
210053851615;560.2;588.5;587.3;647.7;820;
210051941792;451.7;443.3;423.8;548.6;460;
210053999976;470.7;576.6;567.5;533.2;840;
210053822257;582;651.7;622.1;757.4;920;
210054447976;506.9;550.7;485.6;515.2;660;
210053587030;0;408.8;321.5;0;540;
210052718800;377.2;503.4;372.1;430.2;400;
210054261289;354.2;395.6;361.5;513.5;560;
210054437785;523.4;470.4;483.4;462.3;760;
210053030587;484.8;552.5;477;436.1;680;
210052030157;384.4;399.4;455.4;605.2;780;
210051077423;569.6;659.4;569.4;684.2;820;
210052670602;482.8;571.3;542;584;880;
210054268294;621.6;580.1;546.6;625.8;700;
210051880888;517.6;649.6;574.3;710.3;920;
210052158020;391.2;439.5;395.5;449;420;
210053562668;0;437.9;477.2;0;620;
210053853874;0;0;0;0;0;
210053565881;473.5;547;508.6;460.9;700;
210052861716;432.5;534.6;462.9;475.6;980;
210052279981;622.8;668.2;550.2;744.8;440;
210052596669;0;0;0;0;0;
210054270537;651.2;675.9;619.4;773;960;
210053381806;0;616;338.7;0;740;
210052105435;498.7;502;490.7;497.6;620;
210053372428;451.4;521.3;521.4;711.6;920;
210051253041;677.6;660.8;577.2;759.5;880;
210053416261;437.6;499.5;491.4;664.2;860;
210053577911;455.9;498.1;430.7;417.3;620;
210054450998;0;0;0;0;0;
210053586855;0;0;0;0;0;
210053565321;498.6;460.8;402.8;475.1;540;
210051921444;544.3;542.5;518.5;674;920;
210052137486;536.6;621.4;534.6;451.1;700;
210051555357;550.5;583.9;575.6;660.3;920;
210054236647;538.5;572.7;502.9;610.8;820;
210053362637;648.4;663.6;637.6;647;900;
210052009738;419;544.8;517.7;649.5;840;
210053823062;449.9;431.2;429.4;432.6;660;
210052341431;565.8;696.4;606.8;566.7;920;
210053102168;648;715.9;621.8;825;880;
210051313444;580.5;455.1;558.7;627.6;780;
210051740607;517.9;396.2;466.7;558.6;440;
210052274453;0;0;0;0;0;
210051169454;498.9;513;456.7;580.5;600;
210052627333;375.7;444.4;473.4;412.2;560;
210051741898;583.6;576.2;564.1;674.5;840;
210052056105;0;0;0;0;0;
210053355075;366;434.3;412.3;398.5;0;
210054441262;348.1;457.4;431.2;462.4;0;
210052544119;450.8;574.6;492.5;601.1;640;
210054234375;0;0;0;0;0;
210051164784;0;0;0;0;0;
210052831504;487.8;492.8;598.4;634.1;400;
210052097524;501.8;518.8;523.9;626.3;560;
210051767044;364.1;479.5;383.1;458.5;420;
210053650361;595.9;617.9;649.2;655;640;
210052723027;453.8;470.2;469.3;415.9;640;
210051909963;437.1;443.5;393.9;405.4;540;
210051962946;494.4;464.7;594.9;417.3;580;
210052349798;499.2;497.4;511.7;404.8;520;
210053108933;461.2;660.3;559.8;638.3;760;
210051683756;500.6;571.6;558.4;481.9;880;
210053353527;0;0;0;0;0;
210053000732;611.6;773.1;662.1;783.3;880;
210052221053;577.2;699;598.9;652.6;860;
210054447045;407.9;385.5;442.1;428.3;500;
210054059703;0;0;0;0;0;
210052223750;364.1;352.1;388.8;519.1;360;
210053794473;570.6;593.9;584.2;653.1;940;
210052973041;504.9;559.3;378.7;441.9;520;
210052852287;0;0;0;0;0;
210052720244;457;459;441.5;521.1;380;
210053587005;0;0;0;0;0;
210052283561;461.9;550.6;555.9;470;720;
210052032053;391.3;388.2;469.7;430.9;540;
210052016951;457.4;555.8;508.9;696.6;580;
210053997766;397.4;463.7;349.9;519.3;540;
210053569037;633.6;656.6;615.6;744.1;920;
210051898153;451.2;360.4;419.8;397;540;
210052963569;470.2;493.7;530.5;436.4;580;
210053055965;460.1;618;572.5;627.2;900;
210051785667;457.1;398.4;538.6;407.6;680;
210052222407;405.5;466;449.4;532.2;520;
210052321268;491.2;549.2;505.9;504.4;720;
210052896893;491;435.2;512.2;644.6;600;
210053577212;0;387.4;425.4;0;520;
210051085010;465.6;601.8;592.2;425.6;740;
210051042074;502.1;616.9;601.7;503.6;760;
210053155295;466.9;518.3;515.1;427.3;760;
210051945005;412.3;442.8;383.4;447.7;400;
210051956607;547.9;528;495.5;476.7;620;
210054016845;465.7;524.1;536.1;396.3;620;
210052250286;539.3;592.6;575.7;586.9;780;
210052626264;499.5;468.1;397.4;411;480;
210052297954;433.2;373.1;449.5;381.6;740;
210054244413;0;0;0;0;0;
210054209760;534.8;625.2;570.5;579.9;700;
210054242880;605.3;652.9;543.8;676.3;940;
210052802989;419.1;450.7;397.7;427.3;640;
210054431408;428.1;571.2;559.9;546.7;660;
210052182554;466.7;629.4;626.9;528.9;860;
210053232072;450.8;345.8;566.4;469.1;840;
210051319922;0;0;0;0;0;
210052631254;0;0;0;0;0;
210051932587;448.4;477.7;571.8;389.5;320;
210052446660;382.6;345.1;379.4;477.6;500;
210053203650;564.6;519.6;510;716.5;920;
210054445553;425.8;427.9;445.9;513.2;520;
210052469377;395.9;440.7;332.8;416.7;700;
210053049024;387.3;442.9;409.9;399;660;
210054430117;619.1;585.2;549.7;726.9;720;
210051767299;0;0;0;0;0;
210053159052;455.4;361.7;349.8;445;520;
210054201838;566.9;647;505.3;675.6;820;
210052370246;419.5;425.2;358.4;393.1;420;
210051935261;410.4;499.5;431.7;381.5;600;
210051554594;353.9;491.6;403.7;425;700;
210052685660;408.3;405.9;396.3;631.9;460;
210052407432;507;531.2;568.4;545.3;540;
210052992747;571.5;478.4;501.7;666.8;800;
210054366256;430.4;409;434.4;409.7;500;
210054307274;432.7;482.4;409.4;396.9;0;
210051507764;472.2;390.6;454.1;463.1;500;
210052933457;430.8;399.9;460.7;460.1;580;
210052071798;498.6;471.5;483.8;455.2;600;
210051724016;483.2;377.7;499.8;489.4;860;
210051428624;433.6;571.2;525.8;432.5;580;
210053836648;524.1;567.3;579.4;581.8;880;
210051668618;525;576.9;534.7;656.3;800;
210053856367;558.9;595.3;538;703.4;840;
210051278373;0;482.6;548.2;0;660;
210053157933;410;390.1;414.2;390.4;440;
210052500700;529;639.2;576.9;541.8;880;
210053705827;393.5;433.5;368.1;411.5;560;
210051592797;521.6;462.8;524.9;494.5;560;
210052806937;606.5;679.9;504.1;735.6;920;
210053583174;512;506.9;525.7;431.8;860;
210051523809;439.4;429.3;399.8;422;600;
210051606132;516.9;535.7;562;617.6;600;
210053387805;570.4;602;611.2;618;880;
210051126758;400.1;556.9;466.8;496;740;
210051618095;0;0;0;0;0;
210053091350;466.4;583.9;495.8;644.6;940;
210052199637;763.2;735;682.3;840;900;
210051756685;453.5;464.3;434.2;391.2;640;
210053757112;0;0;0;0;0;
210053775499;0;0;0;0;0;
210054464430;429.9;383.9;412.9;460.5;440;
210052770820;424.6;465.6;471.8;696.7;900;
210053836967;481;614.4;519.6;569.5;700;
210052604223;536.4;456.4;438.4;537;580;
210054182837;513.1;547.2;469.3;479;560;
210053687365;436.6;456.9;487.4;452;480;
210054428122;456.6;623.7;571.1;463.2;600;
210051827372;529.7;560.1;551;443.1;880;
210051798867;473.7;472.6;485.9;490;600;
210051231723;378;494.8;475.7;381.3;820;
210053568846;0;0;0;0;0;
210054095606;0;0;0;0;0;
210052141536;0;0;0;0;0;
210053260586;0;0;0;0;0;
210051037478;416.9;557.2;572.4;479.7;560;
210051586397;551.3;597.7;564.5;423.8;760;
210053323281;0;531.5;536.9;0;580;
210053392178;468.7;694.9;623.3;612.4;800;
210051954366;383.7;346.4;355.2;469.8;460;
210051676379;451.4;432.7;451.4;489.2;760;
210053159794;439.7;412.2;478.3;436.2;560;
210051427832;470.9;613.5;559.4;503.6;640;
210053589559;553.3;586;444.3;545.9;600;
210051939686;462.6;489.3;494.9;431.8;600;
210053101459;597.8;588.5;583.2;601.2;860;
210054430098;394.6;576;552.2;549.6;0;
210054150331;542.1;678.3;629.2;597.4;780;
210051216943;519.3;580.5;524.6;601.6;760;
210052811761;0;0;0;0;0;
210052021952;0;0;0;0;0;
210054424337;417.9;507.8;421.3;528.7;540;
210051490614;535.2;624.8;601.8;637.2;760;
210051015705;0;0;0;0;0;
210052433976;509.1;494.6;546.7;577.2;780;
210052448221;503.7;642.7;608.2;667.5;840;
210054237177;446.7;448.2;448.5;404.4;580;
210051915567;387.2;425.5;464.1;420.9;620;
210052797051;0;0;0;0;0;
210053632981;0;0;0;0;0;
210051853059;420;501;456;431.6;400;
210051483390;638;681.6;638.8;728.3;880;
210052567232;0;0;0;0;0;
210052881227;0;0;0;0;0;
210052470011;495.2;543.7;504.9;474.9;920;
210053181355;440.6;484.8;403.4;461.5;760;
210053582789;529.6;641.7;640.5;748.5;940;
210053998861;517.8;602.4;564.6;630.2;820;
210051032126;0;0;0;0;0;
210054000292;431.3;433.7;362.6;399.2;600;
210054448449;392.3;538.1;508.1;449.4;700;
210054278958;0;0;0;0;0;
210054190787;409.5;583;527.5;664.5;920;
210051587605;520;472.2;529.9;478.6;600;
210053867714;442.3;460.1;526.5;598;700;
210053223982;527.6;629.3;514.7;421;580;
210051916453;431;536.3;432;519;600;
210053376495;514.7;598.1;516.6;610.3;580;
210052293699;388.6;425.9;496.7;418.7;580;
210052423910;408.6;530.2;494.2;678;680;
210052053794;349.6;416.1;401.8;419.5;440;
210053126317;480.6;635.2;497.1;477.9;580;
210053580151;512.5;594.6;567.5;707.7;620;
210051066115;460.1;499.5;473.7;489;920;
210054000134;0;545.5;551.8;0;660;
210053430447;424.7;557.8;532.5;608.5;920;
210053060531;0;0;0;0;0;
210051982628;530;569.5;493.2;557.3;640;
210053994669;518;349.4;454.1;425.4;680;
210054288171;373.2;403.6;405.5;407.1;320;
210054019760;480.2;503.8;393.5;506.8;480;
210052456439;0;0;0;0;0;
210054013703;376.4;354.9;383.6;484.2;560;
210053580632;575.2;432.4;496.7;658.7;640;
210052022242;433.5;499.8;503.1;514.6;920;
210051830770;670.6;664;583.7;745.6;900;
210053727442;0;0;0;0;0;
210051701854;423.7;446.5;516.1;370.6;500;
210052145406;0;406.7;387;0;480;
210052350025;569.7;544.8;548.5;617.9;680;
210051699380;399.3;511.5;541.6;472.4;720;
210054127368;625.9;618.9;571.5;643.8;920;
210053804704;0;543.1;484.5;0;600;
210051330663;0;0;0;0;0;
210051187616;396.9;562.9;562.9;611;940;
210053088208;438.6;478.3;442.3;401.5;540;
210052851622;0;0;0;0;0;
210054248715;630.2;709.1;620.1;676.8;940;
210051416860;0;0;0;0;0;
210052700377;609.4;643.4;596;613.8;780;
210052140351;702.6;704.6;621.4;851.3;960;
210053811377;380.1;540.6;499.2;456.2;0;
210051817669;0;0;0;0;0;
210052083579;477.4;377.1;514;554.5;480;
210053111635;539.2;568;534.9;596.1;460;
210051146738;508;552.6;483.4;509.6;620;
210054270533;0;0;0;0;0;
210052941517;577.5;583.9;489;650.6;840;
210053858214;575.3;627.7;621.1;672.6;700;
210053586677;419.9;450.6;427.4;426.4;580;
210051803557;446.8;387.5;509.1;451.7;720;
210052072936;504.2;451.7;462.3;533.7;620;
210052913957;402;470.3;492.7;580.2;460;
210053880757;376.9;452.6;456.8;492;400;
210052048397;465.9;475.6;413.3;464.5;520;
210051632886;0;0;0;0;0;
210053845891;475.8;598.6;579.6;589.2;680;
210053423562;0;0;0;0;0;
210053993233;436.8;544.4;439;513.2;860;
210054212953;482.4;614.3;590.2;541.2;560;
210054141671;476.8;505.1;558.8;430;660;
210052971514;494.6;564.6;550.5;460.1;680;
210051408301;587.1;578.7;582.6;747.5;560;
210051934579;574.3;579;544.1;523.7;660;
210054160959;532.9;557.7;517.5;610.8;780;
210051327657;0;0;0;0;0;
210052527637;385.5;333.5;411.6;486.6;760;
210053849526;386.1;475.6;441.8;472;420;
210053107675;679;689.7;666.4;819.4;900;
210052101746;0;0;0;0;0;
210051705428;451.5;354.7;406.7;384.5;660;
210052554714;528.2;476.4;484.7;593;560;
210051097314;0;0;0;0;0;
210052956369;467.8;471.6;463.7;499.4;760;
210051119638;700.6;689.4;647.3;794.5;960;
210052089795;566;432.8;418.3;645.3;500;
210052661000;0;0;0;0;0;
210052348168;522;561.1;557.8;466.1;820;
210052258019;554;594.1;444.4;460.5;600;
210051413067;416.6;591.3;526.6;418.7;640;
210051424836;597.2;606.9;563;649.9;680;
210053378577;487.5;585.1;523.5;609.7;940;
210053824729;501.8;491.2;503.7;538.4;560;
210054439829;601.1;606.2;601;664.9;600;
210052671203;447;480.2;374.1;519;560;
210052621071;424.9;592.1;531.6;504.3;840;
210052872440;457.1;550.6;500.8;502.6;800;
210052221490;494.4;486.3;495.1;636.7;860;
210051107324;675;673.6;603.3;815.2;900;
210052801590;480.7;538.2;439.3;402.2;640;
210052870715;437.3;573.5;532.4;538.2;440;
210051947755;398.1;409.9;399.7;375.1;380;
210053029970;624.6;443.2;478.3;694.6;660;
210053580180;494.3;415.9;478.8;462.3;560;
210051748086;620.6;645.9;601.6;761.4;920;
210052192801;471.9;607.6;485.9;419.9;560;
210054011924;567;414.4;489.6;631.4;700;
210052285054;482.1;565.1;520.6;618.1;800;
210051793460;373.8;378.5;413.7;440.9;520;
210052147792;596.9;546.3;569.6;725.7;780;
210052958270;441.8;399.8;427.5;485.5;360;
210052921334;529;559.3;544.8;534.8;660;
210053617012;458.4;490.6;474.3;537.3;600;
210053216174;0;0;0;0;0;
210052557878;436.8;520.3;467;485.9;660;
210054412163;0;0;0;0;0;
210052577377;436.6;442;430.4;504.9;0;
210052030621;0;0;0;0;0;
210051405239;0;506.8;465.6;0;720;
210054264694;0;446.9;442.7;0;540;
210053791833;0;0;0;0;0;
210053581141;401.7;398.7;446.1;526.5;720;
210053009781;457.1;410.9;378;449.5;500;
210051332251;556.1;569.5;532.3;550.2;660;
210052135371;423.4;393.7;402.5;488.6;220;
210051998338;458.4;571;527.6;465.1;560;
210053436626;382;434.2;393.9;397.5;460;
210051209327;526.4;591.4;530.5;662.8;640;
210052046318;511.8;637.1;633.7;659.3;800;
210053399881;456.7;576.2;555.9;446;440;
210053371734;573.9;524.2;448.8;634.7;820;
210053796860;374.5;401.8;418.2;414.2;620;
210053393959;0;0;0;0;0;
210052038044;660.2;731.2;655.4;767.1;920;
210051627211;372.1;535.7;441.8;512.4;660;
210052260577;0;0;0;0;0;
210051700383;429.6;453.4;427.6;409.3;200;
210052577692;461.4;501.3;513;421.7;580;
210053792804;384.9;568.6;507.4;545.4;660;
210051945913;0;0;0;0;0;
210052209200;666.8;749.6;640.1;738.4;920;
210052820024;453.8;579.3;526.3;502.5;880;
210051693879;592.3;609.7;527.4;708.5;880;
210052975348;0;0;0;0;0;
210052569904;417.9;505.8;483;565.2;580;
210052307835;539.8;611;611.8;570.3;920;
210052088417;0;0;0;0;0;
210053500438;425.6;352.5;436.3;521.6;460;
210053310213;493.1;627.5;584.6;589.5;620;
210053016530;417.9;476.2;484.3;452;0;
210052959769;549.3;482.8;448.4;541.2;540;
