NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;
210052274308;589.4;619.4;577.5;679;940;
210052246067;507.1;439.1;530.3;464.5;600;
210051543669;522.5;547.3;556.9;446.3;760;
210054214471;359.1;444.3;490.5;484.5;480;
210053368451;464.2;540.6;506.9;557.7;920;
210051908249;367.5;410.9;441.3;384.9;540;
210052432173;422.4;439.3;455.2;446.9;600;
210053358601;539.7;615.8;553.5;422;600;
210052672948;509.2;517.1;498.9;516.8;560;
210052589609;591.3;636.7;514;651.9;840;
210053566730;0;0;0;0;0;
210051887192;464.8;442.5;512.2;504.5;660;
210051768155;627.1;658.5;620.3;714.5;900;
210053563059;0;0;0;0;0;
210053042821;408.3;473.4;463.1;451.9;600;
210054237451;590.7;620.6;608.2;585.6;680;
210054448007;462.1;489;509.9;443;0;
210053073072;403.9;547;512.2;629.5;300;
210051595372;485.3;544.6;518.2;487.3;600;
210052878994;623.2;680.2;642;740.2;800;
210051618230;665.7;695.7;643.8;734.8;940;
210054445199;580.3;449.5;615.4;665.9;700;
210053794590;360.5;392.2;530.7;559.8;620;
210051755362;644.4;582.2;613.4;742.4;820;
210053817096;419.5;393.3;432;489.9;560;
210054444383;610.8;619.2;605.8;710.4;900;
210051047344;472.7;571.4;540.7;504.3;800;
210052463956;565.5;640.8;585.5;744.7;900;
210054002328;0;0;0;0;0;
210052702889;0;0;0;0;0;
210053586804;506.1;480.6;527.3;416.1;600;
210051047899;0;0;0;0;0;
210051562060;445.5;543.8;514.2;584.7;840;
210051908915;626.2;589.2;572.2;694.9;920;
210052121485;590.7;659.4;440;547.3;800;
210051441108;0;380.2;493.8;0;440;
210052329026;535.5;599.5;583.9;555.4;840;
210053307874;0;0;0;0;0;
210054047229;415.6;488.7;486.3;572.3;640;
210052396067;513.4;376.2;463.7;510.3;320;
210052010012;449.1;444.3;495.2;555.1;560;
210052410670;523.8;545.1;532.8;450.4;920;
210052636675;0;0;0;0;0;
210052239333;579.9;665.1;585.6;668.5;880;
210051807911;605.9;605.2;556.1;734.6;840;
210051665040;540.7;521.9;519.8;570.7;540;
210054226269;405.3;399;395.8;420.8;400;
210053847379;454.7;454.2;391.6;523.8;500;
210052198798;582.2;610.7;557.8;572.9;660;
210054447761;395.1;482.6;411.6;431.2;380;
210053804362;454.9;568.3;325.1;441.9;880;
210054004319;0;562.2;545.4;0;600;
210052724778;511.4;596.5;588.5;493.8;560;
210052726233;464.3;492.4;545.1;694.8;820;
210051136039;730;790.6;707.2;781.1;960;
210051931242;543.5;564.4;567;482.4;640;
210054450300;0;0;0;0;0;
210052950817;404.4;486.8;471.5;592.6;620;
210052362259;528;484.1;561.2;566;920;
210053372079;416.7;461.5;465.1;377.1;540;
210052143947;0;0;0;0;0;
210051993643;0;0;0;0;0;
210051317537;452.5;500.5;431.9;578.2;600;
210051553669;452.4;565.2;508.7;555.9;560;
210051525971;388.6;504.5;458.4;458.8;440;
210051579376;659.6;634.6;577;725.4;920;
210052029565;409.9;489.3;489.1;560.4;620;
210053050639;496.6;512.4;467.6;485.6;640;
210053652772;0;0;0;0;0;
210053730277;428.7;601.2;567.2;595.2;860;
210051846203;513.1;388;405.6;405.2;500;
210051750708;576.5;681.1;582.7;667.5;800;
210053583113;530.5;572.1;555.4;455.3;880;
210052385010;0;0;0;0;0;
210053391627;0;411.5;446.4;0;680;
210052621196;0;0;0;0;0;
210051234857;501.2;502.1;514.7;433.7;700;
210052046587;445.6;444.9;448.7;488.2;540;
210053287672;491;351.3;416.9;407.9;660;
210051583278;453.3;584.5;513.4;609;540;
210052113480;567.2;608.8;574.8;549.2;880;
210052628686;613.8;601.1;558.8;788.3;900;
210051851241;428.8;511.7;477.6;390;700;
210053586889;456.3;396.4;428.8;650;560;
210052280622;665.3;709.9;673.4;712.3;680;
210054439203;0;352.7;395.8;0;860;
210053168048;404.6;677.6;623.8;779.9;620;
210051191399;611.3;602.8;613.4;659;700;
210054448638;445.8;607.2;586.8;613.5;860;
210052142344;459.3;508.6;410;473.7;680;
210051836453;392;478.9;540.6;539.5;680;
210052792887;561.2;663.6;611.4;588.3;880;
210052281789;0;440.6;497.7;0;620;
210052869473;606.8;654.6;560.6;578.2;940;
210054000550;512.1;624.4;581.3;579.3;560;
210051157965;0;0;0;0;0;
210054212273;0;573.2;496.2;0;520;
210052440646;399.1;556.7;449.9;517.8;640;
210052568599;409.2;442.6;395.2;450.4;680;
210052898462;0;0;0;0;0;
210053765721;428.9;464.5;452.2;458.6;0;
210052280216;629.2;698.6;607;764;740;
210052215900;506.7;589.5;604.2;448.9;580;
210052397181;473;469;405.5;437;620;
210052492742;429.6;611.6;539.5;407.3;460;
210051852832;472.9;538;526.5;589.2;540;
210054233755;517.6;504.8;474.3;466.2;800;
210051650335;0;0;0;0;0;
210053998475;516.7;558.3;538.1;603.8;740;
210051531565;0;507.1;430.8;0;0;
210051719581;657.3;646.1;641.6;784;980;
210053677954;494.7;504.1;472.3;435;600;
210052644957;416.4;346.5;359.4;446.6;440;
210051262409;520.1;604.8;568.6;697.4;880;
210052512367;502.7;374.1;359;479.8;0;
210052124690;478.7;394.6;481.6;503.2;560;
210052233847;410.6;404.7;391.2;527.2;440;
210051535201;0;0;0;0;0;
210053682025;501.2;586.5;460.5;484.2;340;
210053572525;567.4;365.7;457.8;562.7;640;
210052487353;511.8;539.3;495.7;381;680;
210052792506;407.8;422;475;388.6;560;
210052000017;492.3;426;530.9;568.5;0;
210052541013;0;0;0;0;0;
210052590437;404.8;381.8;451;452.9;660;
210052345911;398.4;430.5;470.4;511.2;540;
210051612203;360.9;376.6;384.9;521;360;
210053098924;452;399.8;468.8;537.4;600;
210053563857;0;0;0;0;0;
210053319682;431.8;384.8;386.2;397.3;520;
210051098913;0;0;0;0;0;
210051734218;479.5;471.9;480.9;439.7;600;
210052176947;503;530.4;531.6;498.7;700;
210054002056;468.3;482.6;426.8;580.1;880;
210052439658;495.6;549.7;569.2;626.6;620;
210051236350;431.7;458.2;467.5;625.6;620;
210051498782;396.6;463.2;474.5;416.1;740;
210051360932;725.1;739.8;600.8;800;900;
210053864630;459.8;486.3;506.1;517.9;520;
210051037838;0;0;0;0;0;
210052012967;461.1;480.7;473.5;470.6;560;
210051981229;551.1;566.4;549.2;632.9;860;
210053585085;0;0;0;0;0;
210051809834;347.9;399.1;365.5;432.7;360;
210054007006;0;0;0;0;0;
210051149975;621.7;603.6;612.8;653.8;700;
210052604977;0;0;0;0;0;
210054244872;487.2;467.6;408.9;461.9;560;
210053614012;626.6;594.6;572.2;553.5;660;
210054254630;559.3;627.9;598.3;690.6;840;
210052589184;362.9;430;360.7;356.1;0;
210052813686;556.6;557.5;523.6;424.2;580;
210051447612;420.2;399.2;442.2;483.3;340;
210052747537;440.1;396.3;365.2;463.5;400;
210052933185;626.7;619.2;596.2;700.8;820;
210051501863;718.3;747.3;678.9;841.3;880;
210052006662;695.7;707;703.2;681.4;820;
210051360972;0;0;0;0;0;
210051730816;449.3;532.2;490.7;555.4;560;
210052873426;579;596;536;674.2;820;
210052602487;571.2;567.5;444.3;598.3;840;
210052491468;478.6;564.4;508.7;544.4;480;
210052535963;495.1;457.5;520.6;492.6;580;
210051851682;518;573.3;510.5;424.2;740;
210054446544;374.8;417.7;434.4;445.3;540;
210051934838;480.7;583.8;584.6;546.2;900;
210053884220;509.9;506.1;484.3;422.5;420;
210051448138;442.7;499.5;477.2;483.1;600;
210052591628;438.4;465.4;422.2;481.2;580;
210052939711;380.8;566.8;542.9;425.3;740;
210052599113;455.1;594.9;564.4;651.3;820;
210053726582;0;0;0;0;0;
210052915126;532.8;595.9;571.4;599;860;
210051446237;439;652.7;569.7;628.6;800;
210051496932;383.2;552.8;519.5;565.4;580;
210054002973;612.3;659;585.1;665.6;700;
210054431435;521.5;462.2;406;405.1;560;
210053439060;486.7;482.9;471.4;418.4;920;
210053703646;491;488.1;523.8;577;480;
210054448154;531.2;530.3;477.1;493.1;560;
210054052106;0;0;0;0;0;
210053372886;396.1;488.2;402.8;532.3;460;
210054017106;490.3;473.9;500.1;387.6;600;
210054302797;416.2;459.8;548.3;509.8;700;
210054390910;485.7;552.8;552.7;451.4;0;
210053855956;506.7;431.7;384.1;446.5;320;
210052394683;453.4;392.8;523.4;437;620;
210054045281;509.1;424;511.1;468.6;0;
210051829830;0;0;0;0;0;
210052716581;568.9;441.5;557;529;760;
210053377008;418.2;497.3;465.2;520.4;440;
210051717680;426.4;459;498.4;477.9;600;
210054448957;350.4;513.9;462.1;407.9;620;
210053137286;507.2;483.9;517.2;473;680;
210054229944;474.3;378.4;501.4;415.3;840;
210051139700;0;0;0;0;0;
210051465534;508.7;578.4;556.1;544.4;840;
210054447340;361.4;467.4;442.1;478.6;500;
210052158292;0;0;0;0;0;
210054423269;530.6;671.6;586;536.6;600;
210052928179;543.6;457.8;438.4;485.8;620;
210051046585;454.4;356.6;323.6;437.8;340;
210051616338;389.7;473.2;458.7;463.4;0;
210052590874;570.1;428.8;504.9;422.1;500;
210051110639;512.9;599.5;602.9;660.7;900;
210052891354;367.4;537.3;519.6;435.6;680;
210052556915;576.9;635.8;586.8;685.1;900;
210053075693;0;0;0;0;0;
210052569321;407.6;445.2;432.4;453.1;540;
210051339984;0;548.6;405.2;0;700;
210051504319;0;0;0;0;0;
210051874237;461.9;607.6;539.3;555.6;900;
210052373675;506.5;444.7;486.4;611.5;820;
210054006487;0;0;0;0;0;
210051531746;430.1;510.4;451.6;482;420;
210051867914;504.1;547.6;468.8;438.2;660;
210051503015;0;0;0;0;0;
210054443884;415;421;376;407.9;600;
210051309828;535.3;599.2;539.6;519;600;
210053361421;432.7;561.1;337.1;563.1;780;
210052084726;722.4;778.8;567.4;901;940;
210051782607;576.7;552.7;553.5;543.2;760;
210054434235;0;0;0;0;0;
210051979790;486.4;526.7;512.6;460.4;640;
210051596340;447.2;510.2;513;550.4;640;
210051490624;371.7;439.4;431.1;458.4;160;
210053673798;0;0;0;0;0;
210052626616;0;0;0;0;0;
210051640632;0;500.3;393.8;0;500;
210053833872;657.2;687;622.9;748.5;960;
210051214511;347;426.8;398.5;396.3;420;
210051054859;0;0;0;0;0;
210051794846;516.1;601.6;577.2;393.4;480;
210054438518;481.5;425.2;490.6;456.1;540;
210052346156;438.3;389.2;407.1;438.9;500;
210052462762;586.4;609.4;594.7;679.1;800;
210054015158;513.3;445.4;518.2;472.5;480;
210053249796;575.2;588;531;548.8;560;
210051172004;440.2;446.6;347;373.8;460;
210051581617;0;0;0;0;0;
210051584964;637.8;733;626.6;789.5;940;
210052974847;637.6;739.4;592.6;777.7;880;
210054447780;0;0;0;0;0;
210053000105;358.2;503.5;547.6;459.3;0;
210052392128;526.2;593.9;541.9;634.6;560;
210052005951;494.4;415.2;551.4;621.6;720;
210054284580;410.5;393.8;472.8;469.9;620;
210053275113;357.1;473.3;397.3;617.4;520;
210053176180;585.9;673.7;587.5;720.9;880;
210051930500;421;420.4;451.9;442.1;680;
210051542837;419.7;495.7;435.5;460.1;540;
210052870430;432.3;432.9;446.2;487;560;
210051522882;0;404.6;363.1;0;540;
210051530712;557.4;536.6;463.5;452.5;620;
210051623860;445.1;497.6;558.8;499.1;500;
210053576750;409.5;429.7;332.2;359.6;600;
210052765365;590.6;530.6;525.6;611.7;660;
210051232876;447.1;534;422.2;403.8;620;
210053585800;485;489;331.5;392.2;440;
210054289855;576;617.5;587.1;597.9;960;
210051175718;462.1;588.1;569.5;548.1;620;
210054017088;421.3;448.5;427.2;391.3;520;
210053327881;425.1;398.2;453.9;403.7;840;
210051568478;620.6;678.7;590.4;680.4;880;
210051462082;510.2;545.2;540.1;500.2;920;
210052070928;399.3;456.7;382.8;424.3;560;
210052914893;539.9;407.3;458.7;449.3;340;
210052450390;0;0;0;0;0;
210052090212;418.6;382.2;643.6;449;680;
210052228730;441.7;522.3;462.1;503.3;580;
210053854697;362.3;500.8;476.8;399.5;560;
210052546565;0;734.9;407;0;560;
210052467606;0;0;0;0;0;
210053384697;583.4;656.2;613.5;670.2;880;
210053344975;702;759.7;613.9;846;920;
210054444596;662;688.3;643.7;742.6;920;
210052273852;593.5;481.4;519;492.6;680;
210051498174;480.9;570.2;567;512.6;660;
210053574552;0;0;0;0;0;
210052044871;692.1;662.5;626.6;778.9;920;
210051118204;421.2;516.1;488.1;455.8;640;
210052230039;426.5;507.5;520;576.6;840;
210053598892;441.8;453.2;426.9;373.6;580;
210053092018;584.4;657.1;622.1;629.7;760;
210052594043;412.8;420.2;457.2;574.9;560;
210054443968;0;0;0;0;0;
210054446131;356.1;398;394.2;438.6;320;
210051550107;0;0;0;0;0;
210051525907;418.1;478.2;435;459.7;520;
210052503789;408.2;345.2;485.6;420.9;640;
210052858247;633.8;676.9;637.5;735.6;960;
210053068851;471.3;416.8;488.6;476.6;600;
210053802169;490.6;432.8;401.4;540.1;600;
210052789122;507;544.9;530.7;491.2;640;
210051971355;485.1;498.9;388.6;437;820;
210053420474;0;0;0;0;0;
210053818529;483.1;402.9;456.8;481.6;620;
210052865914;499.9;514.2;498.1;496.9;620;
210052690325;377;415.7;530;427.4;760;
210052023209;411.9;457.8;513.1;468.6;580;
210053434250;513.9;600.7;539.2;606.2;640;
210053003907;491.4;601;562.1;527.6;780;
210052659678;393.8;553.4;528.5;672.1;720;
210053115121;0;0;0;0;0;
210053329197;428.6;392.9;483.3;600.2;520;
210054229341;589.8;659.6;605.9;697.5;780;
210051133020;579.4;645.8;604.5;722.8;860;
210051822748;445.7;425.9;501.6;463.2;600;
210052044144;559.5;675.2;637.9;646.7;780;
210051308001;360.3;490.3;489;462.9;620;
210053051665;448.2;429.7;389.4;550.5;640;
210053881224;0;0;0;0;0;
210052664031;0;0;0;0;0;
210053752702;670.7;644.5;557.6;752.6;880;
210053794845;350.4;463;357.1;561;560;
210051984777;635;599.9;535.2;652.4;560;
210052660603;565.5;571.8;532.7;432.9;620;
210053569848;0;0;0;0;0;
210051797280;425.9;500.1;351.7;459.4;400;
210053895881;452.9;374.1;461;427.3;580;
210052772370;0;0;0;0;0;
210054448235;0;0;0;0;0;
210051859923;0;0;0;0;0;
210051177956;435.3;402.6;391.6;492.1;500;
210051405445;574.6;655.9;562.4;736.6;940;
210052247779;479.7;504.9;396.8;435.8;560;
210051110314;433.7;370.9;414.1;517.3;560;
210051115955;422.4;380;439.5;582.8;640;
210054430726;0;0;0;0;0;
210053374598;732.8;749;710.3;828.9;980;
210051082979;516.3;560.7;531.6;520;480;
210053727106;398;340.5;354.3;491.7;540;
210052178451;662.3;685.9;578.6;743.1;900;
210053095578;0;0;0;0;0;
210053378337;0;0;0;0;0;
210052289143;0;0;0;0;0;
210052302605;368.3;501;436.5;426.4;660;
210053165325;541.9;575.4;518.6;680.8;740;
210051584013;437.4;523.6;516.4;627.5;860;
210053216324;576.7;643.1;644.1;580.7;540;
210052710911;351.6;518;547.2;463.2;540;
210051062345;407.5;536.9;461.4;454.2;0;
210052881252;428.8;459.2;480.2;542.1;680;
210051971054;380.6;477.9;457.3;456.7;0;
210052794214;423.5;388.2;441.1;542.3;460;
210052054819;0;0;0;0;0;
210051622828;0;382.1;415.1;0;640;
210051966714;509;480.1;505.4;558.5;500;
210054007001;528.3;644.7;493.7;435;600;
210052807012;416.2;466.5;502.4;417.7;600;
210052316650;461.6;540.8;542.3;514.1;880;
210052399066;405.7;403.2;377.3;562.9;660;
210051137720;535.3;650.2;562.9;627.2;740;
210052200283;461.7;464.8;471.8;388.4;460;
210054234685;456.3;555.4;441.5;431.3;620;
210052518615;464.5;354.2;367.9;414.3;480;
210051810501;553.2;662.4;598.9;611.1;940;
210053118485;380.2;459.6;471.1;486.8;640;
210054142390;543.1;613.9;564.3;641;720;
210052666236;433.4;359.6;428.2;438.1;620;
210052979841;480.4;560;516.6;512.7;940;
210052564446;0;0;0;0;0;
210051437218;491.9;494.4;432.1;454.4;440;
210052309239;445.6;565.7;395.5;572;640;
210053648932;0;0;0;0;0;
210054431655;585;658.1;613.6;658.3;840;
210052718858;449.1;537.1;442.3;620.7;620;
210052673163;582.9;599.3;604.8;624.6;660;
210051160550;544.2;595.9;598.6;674;800;
210053752031;0;563.2;528.9;0;900;
210053145495;429.4;360.7;479.3;400.1;560;
210054148021;460.3;373.4;527.7;609.5;460;
210054270427;490.4;621.5;520.7;635.7;680;
210051412081;0;0;0;0;0;
210053302178;0;0;0;0;0;
210051697580;572.4;622.8;600.9;728.6;580;
210052483381;649.7;594.3;571.4;680.3;940;
210053144086;514.6;507.1;468.4;591.6;760;
210053913430;0;0;0;0;0;
210052087305;593.7;607.3;601.1;687;960;
210053413462;476.5;382.3;447.3;521.1;680;
210052986677;423.9;356.2;329.7;424.7;400;
210054251731;626;644.8;592.9;673.4;940;
210052734908;0;0;0;0;0;
210052233660;478.1;572.9;488;424.4;600;
210051246310;743.9;783.1;725.5;818.5;920;
210053833445;539.7;607.4;568.3;436.5;900;
210051450213;678;665;607.4;739.7;860;
210054242322;590.3;589.6;596.3;538.6;540;
210052754337;616;654.9;467.6;692;780;
210054435031;507.7;516.6;469.6;596.5;680;
210054016606;441.2;415.4;478.9;506.8;560;
210051271656;372.6;373.9;368.5;535.4;440;
210052572883;519.8;601.2;526.8;625.7;880;
210051153750;0;0;0;0;0;
210053564881;456.7;468.5;435.5;381.7;0;
210052307238;625;702.4;640.8;718.2;840;
210051122499;0;0;0;0;0;
210053069974;523;368.4;428;427.6;540;
210051200433;477.4;563.6;558.5;530.3;720;
210054008688;442.2;463.4;510.3;585.3;0;
210052967216;500.4;565.9;514.8;560.9;520;
210051320533;425.9;500.8;510.8;494.5;600;
210052194751;452.9;566.4;556.5;501.8;620;
210052841225;0;464;412.4;0;440;
210053563486;453.6;570.7;517.6;454.1;880;
210054448186;456.8;595.5;549.1;405.1;920;
210052431778;358.3;429.8;436.3;457.1;560;
210053569597;452.2;469.4;422.5;455.4;700;
210053412131;545.5;669.3;597.5;472.8;900;
210051655437;490.4;643.8;570.9;450.6;0;
210054220326;705.8;728;537.4;699.1;880;
210052390125;0;0;0;0;0;
210052630607;381.4;420.4;438.9;444;640;
210051552868;429.8;540.3;505;523.2;660;
210053265559;575.8;493.8;460.8;600.4;400;
210054002534;455.8;573;578;625.2;740;
210051265526;477;558;443.9;560.8;720;
210052356765;559.2;619.5;565.5;485.2;540;
210053441955;0;462.3;495.6;0;500;
210051137759;0;0;0;0;0;
210052172945;0;0;0;0;0;
210052773407;427.5;501.4;556.8;491.7;580;
210052360826;0;0;0;0;0;
210052121422;460.7;343.3;392.2;428.4;300;
210053562944;526;340.1;513.6;465.1;860;
210051990939;540.8;502.3;578.5;553.8;960;
210051182596;423.3;455.3;389.6;418.2;560;
210052450357;0;591.8;598;0;620;
210054445076;634.1;682.4;606.5;768.7;940;
210053164833;0;0;0;0;0;
210051711255;421.6;502.9;444.1;556.5;580;
210052869371;575.4;621.3;500.6;599.1;760;
210054246454;0;0;0;0;0;
210054006551;492.6;479.5;527.3;418.5;660;
210052686816;487.5;424.5;505.8;421.1;500;
210052694344;503.1;519.9;391.3;450.5;520;
210051791204;470.9;521.9;428.8;454.1;620;
210053587082;474.4;357.3;517.3;469.8;760;
210053082872;0;0;0;0;0;
210051256023;0;0;0;0;0;
210053997150;555.3;594.5;557.3;655.5;840;
210054442727;455.3;374.8;506.7;421.6;640;
210051756823;392.8;479.5;473.8;470.2;560;
210054152304;570.1;563.7;441.9;486.3;580;
210053028405;419.1;579.9;523.7;433.8;800;
210051447559;473.7;483.4;538;615.6;640;
210051575926;402.2;425.7;472.3;437.2;420;
210054223420;0;487.9;465.7;0;540;
210051364422;0;0;0;0;0;
210051553476;418.6;528.3;419.8;525.6;520;
210053859038;615.6;653.4;588.5;725.8;760;
210053623895;512.8;519.5;440;503.5;520;
210054123664;444;459.3;481.7;455.7;660;
210052024859;480.9;567.8;557;506;700;
210053585963;457.8;392.3;349.4;453.9;0;
210054298604;399.7;424.5;471.3;401.5;560;
210052730752;682.2;708.4;651.4;831.4;820;
210054447635;423.4;517.3;481.7;481.9;600;
210053849318;0;0;0;0;0;
210051317007;0;0;0;0;0;
210052152725;0;0;0;0;0;
210053993573;451.8;466.5;454.7;485.6;540;
210052245231;0;0;0;0;0;
210053132731;0;0;0;0;0;
210054235201;544.2;604.3;578.4;456.9;660;
210052446524;478.3;580.4;515.1;499.6;600;
210054278932;524.5;550.4;489.1;482.9;840;
210052024252;426.9;453.3;419.1;381.3;520;
210051850804;530.6;555.5;516.1;479.3;600;
210051720303;426.5;494.8;458.1;475.6;540;
210051462533;0;0;0;0;0;
210051767115;687.6;676.2;610.5;753;900;
210052070362;0;0;0;0;0;
210051941929;487.2;559.1;557.8;415.1;480;
210051710658;379;489.4;403.8;442.5;580;
210054018751;552;620.2;558.4;654.1;720;
210051995173;0;0;0;0;0;
210052535651;454.3;430.7;475.9;493.2;520;
210051264194;490.2;555.6;587.6;654.1;660;
210051319794;545.6;522.1;545.3;511.2;740;
210051714274;483.5;475;420.8;507.7;620;
210053076430;604.5;633.4;602;614.9;840;
210052877312;0;0;0;0;0;
210051460893;0;0;0;0;0;
210053361532;458.3;358.6;428.9;395.7;480;
210053566240;520;512.4;475.8;408;0;
210051844731;345.8;543.2;477.3;438.6;800;
210052402856;0;0;0;0;0;
210054423968;0;0;0;0;0;
210054435769;439.7;415.7;357.2;364.8;500;
210052281602;459.1;469.1;329.9;463.8;540;
210053993198;414.2;367;471.6;419.8;620;
210051361144;0;0;0;0;0;
210051453692;471.9;460.7;386.9;394.7;440;
210052344147;0;484.4;407.1;0;760;
210054016544;467.4;550.5;500.6;548;660;
210052715395;371.8;348.8;360.1;491.8;520;
210053586989;572.5;578.9;574;608.6;920;
210052482107;483.2;422.5;346.5;567;560;
210053995941;419.8;518.2;367.3;454.8;600;
210054426493;0;0;0;0;0;
210051807774;0;0;0;0;0;
210054203992;0;0;0;0;0;
210052525958;408.3;493.5;473.9;415.4;600;
210052739466;467.3;522.5;483.3;483.4;560;
210052910426;415.9;424.2;459.8;575.8;880;
210054161876;0;0;0;0;0;
210052709298;447.1;618.2;541.7;454.6;420;
210054150788;407.4;526.2;455.3;397.2;420;
210051773270;0;0;0;0;0;
210054210588;462.1;408.3;385.1;398.1;500;
210054233760;415.9;500.2;457.9;579.3;560;
210054447205;601.6;528.9;482.8;454.3;880;
210051126057;497.1;443.4;386.5;369.3;620;
210052099336;569.4;639.3;588;628.8;720;
210051313463;0;0;0;0;0;
210053634554;0;0;0;0;0;
210052184600;433.4;568;493.5;489.1;700;
210051338151;0;0;0;0;0;
210054113528;665.7;714.6;617.9;736.7;920;
210051567813;430.5;556.2;461;534.8;680;
210054249601;614.4;634.4;662;728.1;720;
210051628602;0;0;0;0;0;
210054016553;436.8;429.8;418.9;616.7;640;
210054013481;436.8;410.1;481.3;434.1;640;
210053303476;628.5;661.7;610.1;739.5;780;
210054445899;491.7;642.8;599.7;684.9;820;
210052326670;649.4;615.2;559.6;784;920;
210051713287;522.7;437.4;491.9;474.4;660;
210052711470;399.4;570.5;425.6;421.6;340;
210054430510;439.8;356.3;379.7;430.8;360;
210054016957;498.2;470.6;491.2;434.9;640;
210052984863;0;0;0;0;0;
210054448447;420.2;373.4;417.6;453.5;900;
210053606094;685.1;675.8;654.1;914.1;920;
210053117529;624.8;687.2;610.5;525.6;660;
210051169779;547.7;657;603.9;669.3;940;
210051716185;0;0;0;0;0;
210054198929;0;0;0;0;0;
210051504482;0;0;0;0;0;
210054430247;0;418.2;449;0;580;
210053902109;458.5;535.7;440.2;414.1;620;
210051204272;525.3;561.8;533.8;612.6;780;
210051611944;610.7;659.4;635.4;724.7;740;
210051197638;736.5;741.6;641.8;833.3;940;
210052068525;524.6;567.7;534.5;610.6;720;
210051655335;0;0;0;0;0;
210052515551;400.3;453.7;389.9;411.2;500;
210052650171;463.9;594.6;509.2;590.3;840;
210051739806;480.4;564.7;541.8;489.7;420;
210052090308;465.6;541.5;508.8;404.7;800;
210054367229;351.9;462.9;424.1;480.3;640;
210053361755;0;0;0;0;0;
210052030232;472.9;536.8;455.3;479;600;
210052074394;0;0;0;0;0;
210052913734;520.3;584.7;578.4;560.4;780;
210053586605;452.2;419.3;453.7;479.2;640;
210053844622;400.2;357.6;349.8;428.4;540;
210054288540;419.6;449;409.6;441.4;740;
210054011570;0;0;0;0;0;
210053017206;409.3;516.4;345;455.3;0;
210053586998;505;429.6;396;393.3;520;
210052956992;0;0;0;0;0;
210051474910;403.3;429.4;378.2;470.4;540;
210052629976;582.5;652.1;579.7;573;600;
210051769444;395.3;362.4;433.9;499;660;
210052905278;496;576.1;513.7;600.7;800;
210051248961;517.4;583.8;567.1;576.4;940;
210051902833;0;0;0;0;0;
210051376553;519;523.3;511;607.3;700;
210052881782;0;0;0;0;0;
210052801226;496.7;377.9;396.3;450.7;680;
210051921811;502.1;517.4;500;478.4;460;
210053856731;648.3;628;645.9;704.1;640;
210051551742;443.7;448.3;501.1;565.8;560;
210053304495;690.6;711.5;653;710.4;940;
210054013528;0;0;0;0;0;
210054432694;480.5;492.1;479.7;514.6;580;
210053134106;0;436.1;394.1;0;840;
210052162381;446;513.7;508.5;457.3;700;
210052442328;424;542.8;335.8;382.1;500;
210052956725;0;0;0;0;0;
210051804948;0;0;0;0;0;
210054447211;391;507;418;409.7;680;
210052864995;422.5;391.3;437;556.9;520;
210052909090;406.8;486.9;426;549.2;540;
210052131407;369.1;481.7;444.6;566.6;600;
210051367973;552.6;425.5;504.6;508.3;0;
210051854985;582;508;459.1;454.3;880;
210053058620;0;0;0;0;0;
210052112446;656.9;691.1;714.4;764.8;840;
210051473411;451.4;450.2;526.1;431.1;700;
210054429265;0;573.9;394.7;0;480;
210054004037;417.6;373.6;508.8;466.8;560;
210051997063;566.3;607.8;574.4;679.6;800;
210054300393;361.9;492.4;409.4;418.6;380;
210053858290;375.2;447.7;505.1;425.2;660;
210053133904;477.4;593.5;484.5;491;820;
210053705194;431.5;539.8;545.3;590;600;
210053282226;463.9;552.9;544.8;571.2;560;
210053576493;434.5;518.1;511.4;580.2;820;
210053580305;541.4;520.7;498.6;597.2;740;
210053583771;552.7;647;570.7;690.4;880;
210053299279;488.6;589.4;506.9;381.7;480;
210054149968;518.8;544.2;515.4;632.4;840;
210051796473;397.1;413.3;499.3;491.4;600;
210054440052;0;0;0;0;0;
210052936994;0;0;0;0;0;
210051680566;439;571.3;475.5;446.7;900;
210054242510;0;0;0;0;0;
210053681828;587.7;657.6;599.7;749.3;820;
210053092509;464.7;634.7;600.5;661.2;800;
210052950913;542.1;627.1;560.2;476.2;640;
210054011627;614.2;688.2;581.8;617.2;900;
210053364472;0;0;0;0;0;
210053846743;478.3;510;547.2;464.3;640;
210052169940;547.5;487.4;563.5;736.8;800;
210053391598;482.9;517.1;560.5;452.8;660;
210052508637;484.3;562.6;473.9;429.8;900;
210051911165;0;0;0;0;0;
210053431313;459.5;589.2;481.4;613;680;
210053850383;631.1;657.6;630.5;768.3;920;
210053398405;506.9;614.2;621.2;599.2;660;
210053568799;636.4;688.5;623.6;741.6;960;
210051693253;0;0;0;0;0;
210053182609;0;0;0;0;0;
210053568061;579.7;603;566.1;772.5;780;
210053733067;0;337;307.8;0;0;
210051675777;538.5;600;464.5;420;760;
210053825415;426.3;448.4;488.9;377.8;600;
210052751320;0;0;0;0;0;
210052166180;429.9;474.4;377.4;415;540;
210051043068;532.6;670.1;528.9;574.2;900;
210052971194;349.9;456.2;443.1;411.6;580;
210053406318;386.1;352.6;470.6;500.1;720;
210052068491;395.8;509.5;520.8;449.1;820;
210052902532;501.7;584.2;438.2;470;400;
210051252089;556.9;516.4;537.9;447.4;640;
